m,Geographic area,Indicator,Sex,Series Name,Series Year,TIME_PERIOD,Unit of measure,STD_ERR,INTERVAL
203286,Kenya,Under-five mortality rate,Male,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1993-05,Deaths per 1000 live births,9.601667,
203287,Kenya,Under-five mortality rate,Male,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1995-12,Deaths per 1000 live births,8.337418,
203288,Kenya,Under-five mortality rate,Male,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1998-08,Deaths per 1000 live births,14.27887,
203289,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 2003 (Direct),2003,1980-06,Deaths per 1000 live births,12.01924,5
203290,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 2003 (Direct),2003,1985-06,Deaths per 1000 live births,12.74344,5
203291,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 2003 (Direct),2003,1990-06,Deaths per 1000 live births,7.814891,5
203292,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 2003 (Direct),2003,1995-06,Deaths per 1000 live births,7.91047,5
203293,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 2003 (Direct),2003,2000-06,Deaths per 1000 live births,7.523835,5
203294,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 1998 (Direct),1998,1975-06,Deaths per 1000 live births,14.31731,5
203295,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 1998 (Direct),1998,1980-06,Deaths per 1000 live births,9.016703,5
203296,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 1998 (Direct),1998,1985-06,Deaths per 1000 live births,7.720324,5
203297,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 1998 (Direct),1998,1990-06,Deaths per 1000 live births,7.161333,5
203298,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 1998 (Direct),1998,1995-06,Deaths per 1000 live births,8.208313,5
203299,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 1989 (Direct),1989,1965-06,Deaths per 1000 live births,17.45671,5
203300,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 1989 (Direct),1989,1970-06,Deaths per 1000 live births,10.3723,5
203301,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 1989 (Direct),1989,1975-06,Deaths per 1000 live births,11.42735,5
203302,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 1989 (Direct),1989,1980-06,Deaths per 1000 live births,9.514311,5
203303,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 1989 (Direct),1989,1985-06,Deaths per 1000 live births,6.746994,5
203304,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1985-06,Deaths per 1000 live births,20.95974,5
203305,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1990-06,Deaths per 1000 live births,15.05825,5
203306,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1995-06,Deaths per 1000 live births,11.86021,5
203307,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2000-06,Deaths per 1000 live births,13.97032,5
203308,Kenya,Under-five mortality rate,Male,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2005-06,Deaths per 1000 live births,11.53223,5
203309,Kenya,Under-five mortality rate,Male,Malaria Indicator Survey 2015 (Indirect),2015,2001-01,Deaths per 1000 live births,14.00314,
203310,Kenya,Under-five mortality rate,Male,Malaria Indicator Survey 2015 (Indirect),2015,2003-11,Deaths per 1000 live births,10.39374,
203311,Kenya,Under-five mortality rate,Male,Malaria Indicator Survey 2015 (Indirect),2015,2006-08,Deaths per 1000 live births,11.95982,
203312,Kenya,Under-five mortality rate,Male,Malaria Indicator Survey 2015 (Indirect),2015,2009-02,Deaths per 1000 live births,9.300361,
203313,Kenya,Under-five mortality rate,Male,Malaria Indicator Survey 2015 (Indirect),2015,2011-04,Deaths per 1000 live births,14.62968,
203314,Kenya,Under-five mortality rate,Male,Malaria Indicator Survey 2015 (Indirect),2015,2013-03,Deaths per 1000 live births,16.76562,
203315,Kenya,Under-five mortality rate,Male,World Fertility Survey 1977-1978 (Direct),1977-1978,1954-06,Deaths per 1000 live births,21.54889,5
203316,Kenya,Under-five mortality rate,Male,World Fertility Survey 1977-1978 (Direct),1977-1978,1959-06,Deaths per 1000 live births,16.65101,5
203317,Kenya,Under-five mortality rate,Male,World Fertility Survey 1977-1978 (Direct),1977-1978,1964-06,Deaths per 1000 live births,8.380003,5
203318,Kenya,Under-five mortality rate,Male,World Fertility Survey 1977-1978 (Direct),1977-1978,1969-06,Deaths per 1000 live births,10.25979,5
203319,Kenya,Under-five mortality rate,Male,World Fertility Survey 1977-1978 (Direct),1977-1978,1974-06,Deaths per 1000 live births,8.208606,5
203320,Kenya,Under-five mortality rate,Male,Census 1989 (Indirect),1989,1975-03,Deaths per 1000 live births,,
203321,Kenya,Under-five mortality rate,Male,Census 1989 (Indirect),1989,1978-02,Deaths per 1000 live births,,
203322,Kenya,Under-five mortality rate,Male,Census 1989 (Indirect),1989,1980-09,Deaths per 1000 live births,,
203323,Kenya,Under-five mortality rate,Male,Census 1989 (Indirect),1989,1983-02,Deaths per 1000 live births,,
203324,Kenya,Under-five mortality rate,Male,Census 1989 (Indirect),1989,1985-03,Deaths per 1000 live births,,
203325,Kenya,Under-five mortality rate,Male,Census 1989 (Indirect),1989,1987-02,Deaths per 1000 live births,,
203326,Kenya,Under-five mortality rate,Male,Census 1999 (Indirect),1999,1985-04,Deaths per 1000 live births,,
203327,Kenya,Under-five mortality rate,Male,Census 1999 (Indirect),1999,1988-02,Deaths per 1000 live births,,
203328,Kenya,Under-five mortality rate,Male,Census 1999 (Indirect),1999,1990-09,Deaths per 1000 live births,,
203329,Kenya,Under-five mortality rate,Male,Census 1999 (Indirect),1999,1993-01,Deaths per 1000 live births,,
203330,Kenya,Under-five mortality rate,Male,Census 1999 (Indirect),1999,1995-03,Deaths per 1000 live births,,
203331,Kenya,Under-five mortality rate,Male,Census 1999 (Indirect),1999,1997-01,Deaths per 1000 live births,,
203332,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1952-06,Deaths per 1000 live births,,1
203333,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1953-06,Deaths per 1000 live births,,1
203334,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1954-06,Deaths per 1000 live births,,1
203335,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1955-06,Deaths per 1000 live births,,1
203336,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1956-06,Deaths per 1000 live births,,1
203337,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1957-06,Deaths per 1000 live births,,1
203338,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1958-06,Deaths per 1000 live births,,1
203339,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1959-06,Deaths per 1000 live births,,1
203340,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1960-06,Deaths per 1000 live births,,1
203341,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1961-06,Deaths per 1000 live births,,1
203342,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1962-06,Deaths per 1000 live births,,1
203343,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1963-06,Deaths per 1000 live births,,1
203344,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1964-06,Deaths per 1000 live births,,1
203345,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1965-06,Deaths per 1000 live births,,1
203346,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1966-06,Deaths per 1000 live births,,1
203347,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1967-06,Deaths per 1000 live births,,1
203348,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1968-06,Deaths per 1000 live births,,1
203349,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1969-06,Deaths per 1000 live births,,1
203350,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1970-06,Deaths per 1000 live births,,1
203351,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1971-06,Deaths per 1000 live births,,1
203352,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1972-06,Deaths per 1000 live births,,1
203353,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1973-06,Deaths per 1000 live births,,1
203354,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1974-06,Deaths per 1000 live births,,1
203355,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1975-06,Deaths per 1000 live births,,1
203356,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1976-06,Deaths per 1000 live births,,1
203357,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1977-06,Deaths per 1000 live births,,1
203358,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1978-06,Deaths per 1000 live births,,1
203359,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1979-06,Deaths per 1000 live births,,1
203360,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1980-06,Deaths per 1000 live births,,1
203361,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1981-06,Deaths per 1000 live births,,1
203362,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1982-06,Deaths per 1000 live births,,1
203363,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1983-06,Deaths per 1000 live births,,1
203364,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1984-06,Deaths per 1000 live births,,1
203365,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1985-06,Deaths per 1000 live births,,1
203366,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1986-06,Deaths per 1000 live births,,1
203367,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1987-06,Deaths per 1000 live births,,1
203368,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1988-06,Deaths per 1000 live births,,1
203369,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1989-06,Deaths per 1000 live births,,1
203370,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1990-06,Deaths per 1000 live births,,1
203371,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1991-06,Deaths per 1000 live births,,1
203372,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1992-06,Deaths per 1000 live births,,1
203373,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1993-06,Deaths per 1000 live births,,1
203374,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1994-06,Deaths per 1000 live births,,1
203375,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1995-06,Deaths per 1000 live births,,1
203376,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1996-06,Deaths per 1000 live births,,1
203377,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1997-06,Deaths per 1000 live births,,1
203378,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1998-06,Deaths per 1000 live births,,1
203379,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1999-06,Deaths per 1000 live births,,1
203380,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2000-06,Deaths per 1000 live births,,1
203381,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2001-06,Deaths per 1000 live births,,1
203382,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2002-06,Deaths per 1000 live births,,1
203383,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2003-06,Deaths per 1000 live births,,1
203384,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2004-06,Deaths per 1000 live births,,1
203385,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2005-06,Deaths per 1000 live births,,1
203386,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2006-06,Deaths per 1000 live births,,1
203387,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2007-06,Deaths per 1000 live births,,1
203388,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2008-06,Deaths per 1000 live births,,1
203389,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2009-06,Deaths per 1000 live births,,1
203390,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2010-06,Deaths per 1000 live births,,1
203391,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2011-06,Deaths per 1000 live births,,1
203392,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2012-06,Deaths per 1000 live births,,1
203393,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2013-06,Deaths per 1000 live births,,1
203394,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2014-06,Deaths per 1000 live births,,1
203395,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2015-06,Deaths per 1000 live births,,1
203396,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2016-06,Deaths per 1000 live births,,1
203397,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2017-06,Deaths per 1000 live births,,1
203398,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2018-06,Deaths per 1000 live births,,1
203399,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2019-06,Deaths per 1000 live births,,1
203400,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1991-01,Deaths per 1000 live births,8.49,2
203401,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1992-06,Deaths per 1000 live births,9.52,1
203402,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1993-06,Deaths per 1000 live births,8.91,1
203403,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1994-06,Deaths per 1000 live births,8.19,1
203404,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1995-06,Deaths per 1000 live births,7.87,1
203405,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1996-06,Deaths per 1000 live births,6.86,1
203406,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1997-06,Deaths per 1000 live births,7.56,1
203407,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1998-06,Deaths per 1000 live births,7.1,1
203408,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1999-06,Deaths per 1000 live births,6.08,1
203409,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2000-06,Deaths per 1000 live births,6.34,1
203410,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2001-06,Deaths per 1000 live births,6.3,1
203411,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2002-06,Deaths per 1000 live births,5.66,1
203412,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2003-06,Deaths per 1000 live births,5.96,1
203413,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2004-06,Deaths per 1000 live births,5.68,1
203414,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2005-06,Deaths per 1000 live births,4.85,1
203415,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2006-06,Deaths per 1000 live births,4.99,1
203416,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2007-06,Deaths per 1000 live births,4.36,1
203417,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2008-06,Deaths per 1000 live births,5.91,1
203418,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2009-06,Deaths per 1000 live births,4.46,1
203419,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2010-06,Deaths per 1000 live births,4.28,1
203420,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2011-06,Deaths per 1000 live births,4.61,1
203421,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2012-06,Deaths per 1000 live births,4.94,1
203422,Kenya,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2013-06,Deaths per 1000 live births,4.39,1
203423,Kenya,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1987-11,Deaths per 1000 live births,6.860648,
203424,Kenya,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1990-10,Deaths per 1000 live births,6.234068,
